source,division,supervisor,unit,department,job_title,job_grade,job_category,job_objective,responsibilities,num_responsibilities
JD,Digital Banking,"Senior Digital Banking Officer, Digital Banking Officer, associate Digital Banking Officer II , Associate Digital Banking Officer I, Banking Operation Officer, Juni or Officer II, Junior Officer I and Bank Trainee.",Digital Partners Relationship,Merchant and Agent Management,Manager Digital Partners Relationship,15,Middle Level Management: MLM,To manage and do the liaising for every partners relationship coming from within and across divisions as well as the partners themselves relating to every digital products/services and channels. Commercial Bank of Ethiopia Job Description,"['Initiate and propose new Digital Partners Relationship ideas/concepts/products depending on analysis and assessment findings;', 'Manages partnerships and system integrations with Fin techs & aggregators;', 'Explore the existing environment to identify the gaps that impede the Digital Partners Relationship to reach the desired results;', 'Facilitate on the signing of NDA (non -disclosure agreement) and MOU (MEMORANDUM OF UNDERSTANDING) between the partner and the respective department and ensure the custody of the copies under the product owner;', 'Identify business/industry trends in Digital Partners Relationship;', 'Manage, facilitate and arrange a launch program together with the integrating company;', 'Identify, distinguish and analyses various Digital Partners Relationship related issues;', 'Participate and involve in report preparation process of the Department;', 'Ensure follow up on signing of business agreement and performance of partnership;', 'Provide supports to other divisions, departments and regions as deemed as necessary;', 'Work with in ternal and e xternal organs to gather and elicit Digital Partners Relationship requirements/ ideas for further analysis;', 'Propose way forwards that could solve the existing Digital Partners Relationship problems, if any;', 'Work constructively within a team &with the management;', 'Apply best practices for effective communication with teams and other stakeholders;', 'Synthesizefindingsfromanalysisandmakeverbal/writtenrecommendationstoupper management;', 'Evaluate, monitor and recommend Digital Partners monetary and non - monetary incentives considering the market analysis;', 'Reviews, develops and evaluates necessary assessment and recommenda tions on Digital Partners Relationship activities which bring better output;', 'Reviews, develops and evaluates necessary assessment and recommendations on Digital Partners; Relationship with respect to resource mobilizations in terms of local and foreign cur rencies by collaborating with other divisions, departments and regions; Commercial Bank of Ethiopia Job Description', 'Ensures g reater operational effi ciency on Digital Partners Relationship thro ugh fast problem solution;', 'Ensure end to end solution is provided for digital Partners as per support requests;', 'Investigates severe cases and recommend points for short and long term improvements;', 'Performs other duties as assigned.']",22
JD,Digital Banking,None,Digital Partners Relationship,Merchant and Agent Banking,Senior Digital Banking Officer,13,Experienced Professional: EP II,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions. Commercial Bank of Ethiopia Job Description","['Initiate and propose new Digital Partners Relationship ideas/concepts/products depending on analysis and assessment findings;', 'Explore the existing environment to identify the gaps that impede the agent banking to reach the desired results;', 'Identify business/industry trends in Digital Partners Relationship;', 'Facilitates partnerships and system integrations with Fin techs & aggregators;', 'Facilitate on the signing of NDA (non -disclosure agreement ) and MOU (MEMORANDUM OF UNDERSTANDING) between the partner and the respective department and ensure the custody of the copies under the product owner;', 'Facilitate and arrange a launch program together with the integrating company;', 'Follow up on signing of business agreement and performance of partnership;', 'Identify, distinguish and analyses various Digital Partners Relationship related issues;', 'Participate and involve in report preparation process of the Department;', 'Provide supports to other divisions, departments and regions as deemed as necessary;', 'Work with internal and external organs to gather and elicit Digital Partners Relationship requirements/ideas for further analysis;', 'Propose way forwards that could solve the existing Digital Partners Relationship problems, if any;', 'Work constructively within a team & with the management', 'Approach, manage and follow up Digital Partners Relationship and their transactions;', 'Develop marketing strategies for Digital Partners Relationship products and services in collaboration with other concerned organs of the bank;', 'Review the products/services user guidelines, brochures etc', 'Arrange & provide various Digital Partners Relationship related trainings;', 'Diagnose and resolve issues;', 'Prepare proposals, assessments and analyses the required information using available resources;', 'Evaluate performances of Digital Partners Relationship activities and transactions;', 'Identify potential operational risks on Digital Partners Relationship products/services and transactions and propose a mitigating mechanisms; Commercial Bank of Ethiopia Job Description', 'Performs other duties as assigned.']",22
JD,Digital Banking,None,Digital Partners Relationship,Merchant and Agent Banking,Digital Banking Officer,12,Experienced Professional: EP II,"To execute the obj ectives of Digital Partners Relationship activities in maintaining the effectiveness and efficiency of Digital Partners Relationship activities. To support and cooperate with other Commercial Bank of Ethiopia Job Description divisions, departments and re gions to increase the Digital Partners Relationship efforts and to come up with new ideas and solutions.","['Initiate and propose new Digital Partners Relationship ideas/concepts/products depending on analysis and assessment findings;', 'Explore the existing environment to identify the gaps that impede the agent banking to reach the desired results;', 'Identify business/industry trends in Digital Partners Relationship;', 'Facilitates partnerships and system integrations with Fin techs & aggregators', 'Facilitate on the signing of NDA (non -disclosure agreement ) and MOU (MEMORANDUM OF UNDERSTANDING) between the partner and the respective department and ensure the custody of the copies under the product owner;', 'Facilitate and arrange a launch program together with the integrating company;', 'Follow up on signing of business agreement and performance of partnership,', 'Identify, distinguish and analyses various Digital Partners Relationship related issues;', 'Participate and involve in report preparation process of the Department;', 'Provide supports to other divisions, departments and regions as deemed as necessary;', 'Work with internal and external organs to gather and elicit Digital Partner s Relationship requirements/ideas for further analysis;', 'Propose way forwards that could solve the existing Digital Partners Relationship problems, if any;', 'Work constructively within a team & with the management;', 'Approach, manage and follow up Digital Partners Relationship and their transactions;', 'Develop marketing strategies for Digital Partners Relationship products and services in collaboration with other concerned organs of the bank;', 'Review the products/services user guidelines, brochures etc;', 'Arrange & provide various Digital Partners Relationship related trainings;', 'Diagnose and resolve issues;', 'Prepare proposals, assessments and analyses the required information using available resources;', 'Evaluate performances of Digital Partners Relationship activities and transactions; Commercial Bank of Ethiopia Job Description', 'Identify potential operational risks on Digital Partners Relationship products/services and transactions and propose a mitigating mechanisms;', 'Performs other duties as assigned.']",22
JD,Digital Banking,None,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer II,11,Experienced Professional: EP II,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.","['Gather information about the market and competitors performances;', 'Participate in marketing and sales activities;', 'Prepare agent periodic performance report and forward to the concerned organ or management;', 'Respond to requests for any support in person, via phone, and /or electronically;', 'Facilitate on the signing of NDA (non -disclosure agreement ) and MOU (MEMORANDUM OF UNDERSTANDING) between the partner and the respective departme nt and ensure the custody of the copies under the product owner;', 'Facilitate, participate and support on signing of business agreement and performance of partnership;', 'Distribute & collect data using various survey instruments;', 'Collect internal & external data relevant for undertaking studies;', 'Collect reports from various internal bank units if necessary;', 'Works within team on a task until completion;', 'Work with internal and external organs to gather and elicit Digital Partners Relationship requirements/ideas for further analysis;', 'Identify and escalate situations requiring urgent attention;', 'Track and route problems and requests and document resolutions;', 'Give information about new ideas related to Digital Partners Relationship management;', 'Provide support for customer, agents, merchants and branches, if necessary;', 'Participate in evaluation of performances of a Digital Partners Relationship across the bank;', 'Prepare Periodical performance report of Digital Partners Relationship activities;', 'prepare report on the status proposed Digital Partners Relationship management that suits the needs of CBE;', 'Performs other duties as assigned.']",19
JD,Digital Banking,None,Digital Partners Relationship,Merchant and Agent Banking,Associate Digital Banking Officer I,10,Professional: P II,"To execute the objectives of the Agent Banking, which is maintaining the effectiveness and efficiency of Agent Banking as well as for availing/gathering reliable and timely data relevant to the department while involving in various performance assessments, marketing and strategic studies in related to agents.","['Gather information about the market and competitors performances;', 'Participate in marketing and sales activities;', 'Prepare agent periodic performance report and forward to the concerned organ or management;', 'Respond to requests for any support in person, via phone, and /or electronically;', 'Facilitate on the signing of NDA (non -disclosure agreement ) and MOU (MEMORANDUM OF UNDERSTANDING) between the partner and the respective department and ensure the custody of the copies under the product owner.', 'Facilitate, participate and support on signing of business agreement and performance of partnership', 'Distribute & collect data using various survey instruments;', 'Collect internal & external data relevant for undertaking studies;', 'Collect reports from various internal bank units if necessary;', 'Works within team on a task until completion;', 'Work with internal and external organs to gather and elicit Digital Partners Relationship requirements/ideas for further analysis;', 'Identify and escalate situations requiring urgent attention;', 'Track and route problems and requests and document resolutions;', 'Give information about new ideas related to Digital Partners Relationship management;', 'Provide support for customer, agents, merchants and branches, if necessary;', 'Participate in evaluation of performances of a Digital Partners Relationship across the bank;', 'Prepare Periodical performance report of Digital Partners Relationship activities; Commercial Bank of Ethiopia Job Description', 'prepare report on the status proposed Digital Partners Relationship management that suits the need s of CBE;', 'Performs other duties as assigned.']",19
JD,Digital Banking,"Senior Digital Banking Officer, Digital Banking Officer, Associate Digital Banking Officer II, Associate Digital Banking Officer I, Banking Operation Officer, Junior Officer II, Junior Officer I, and Bank Trainee.",Mobile Banking Business,Mobile &Internet Banking,Manager Mobile Banking Business,15,Middle Level Management: MLM,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,"['Direct, Lead and Coordinate staffs under his/her supervision and ensures the activities of the unit supports the Banks business objectives and strategies;', 'Reviews the strategies and operations of mobile banking business activiti es and work towards its implementation;', 'Initiates, engages, facilitates & follows up relationships with local & international mobile banking technology companies, fintech/teach-in companies & others to augment the mobile banking business of the Bank;', 'Periodically evaluate performance reports of the unit and give feedback to the district digital banking support team;', 'Assesses the effectiveness of Mobile Banking services and take appropriate measures,', 'Periodically visit third party integrated companies and support them regularly to enhance the transaction; Commercial Bank of Ethiopia Job Description', 'Enhance the activation rate of mobile banking users through implementing various value propositions;', 'Develops draft procedures, operational user manuals and guidelines,', 'Develop Sales and marketing strategies in collaboration with Customer experience division,', 'Develop and conduct awareness creation sessions and capacity building programs to regional and district offices;', 'Review proposals, assessments and analysis of the unit;', 'Rolls out international and local best practices of mobile banking services/products for the bank;', 'Facilitates the development and implementation of new product/services related with mobile banking businesses;', 'Reviews/evaluates the performance of officers in the unit, identifies t raining needs and plans training sessions;', 'Organizes and delivers reports to concerned organs periodically and as required;', 'Ensures the operation of the unit is conducted as per the procedure;', 'Provides support to districts as deemed as necessary;', 'Makes sure that the resources required for running mobile banking business activities are available and properly used for the benefit of the bank;', 'Closely work with the Director in matters related to the mobile banking business;', 'Motivates and coaches the team for the delivery of high quality support service for region Digital Banking Service Teams/Regional offices;', 'Ensure the periodic update of ATM, Merchant POS, CBE birr Agent and Branch Location on Mobile Banking Service', 'Represents the mobile banking busin ess unit in any meetings and any official inquiries as deemed necessary;', 'Ensures the existence of effective integration with in the unit, departments & divisions of the Bank;', 'Performs other duties as assigned.']",24
JD,Digital Banking,None,Mobile Banking Business,Mobile &Internet Banking,Senior Digital Banking Officer,13,Experienced Professional: EP,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,"['Initiates and proposes new mobile banking business ideas/concepts/products depending on analysis and assessment findings;', 'Explores the existing environment to identify the gaps that impede the mobile banking business to reach the desired results;', 'Identifies business/industry trends in mobile banking business;', 'Participates and involves in report preparation process of the Department;', 'Works with internal and external organs, international payment technology companies, financial; technology companies (Fintechs) etc to gather and elicit mobile banking business requirements/ideas for further analysis;', 'Processes new business requirements on mobile banking services/products;', 'Perform UAT (user acceptance test) for any business development on Mobile Banking;', 'Proposes way forwards that could solve the existing mobile banking business problems, if any; Commercial Bank of Ethiopia Job Description', 'Applies best practices for effective communication with teams and other stakeholders;', 'Synthesizes findings from analysis and makes verbal/written recommendations to upper management;', 'Approaches, manages and follows up of third partys/business partners;', 'Develops a non-disclosure and business agreement/MOU for initiated third party integration;', 'Develops marketing strategies for mobile banking products and services in collaboration with other concerned organs of the bank;', 'Reviews the products/services user guidelines, brochures etc;', 'Arranges & provides various mobile banking business related trainings;', 'Diagnoses and resolves issues;', 'Prepares proposals, assessments and analyzes the required information using available resources;', 'Evaluates performances of mobile banking products/services and users transactions;', 'Periodically visit third party integrated companies and support them regularly to enhance the transaction;', 'Identifies Potential operational risks on mobile banking products/services and transactions and proposes; mitigating mechanisms;', 'Provides support to districts as deemed as necessary;', 'Participates and involves in report preparation process of the Department;', 'Provides supports to regions as deemed as necessary;', 'Works constructively within a team &with the management;', 'Update ATM, Merchant POS, CBE birr Agent and Branch Location on Monthly basis;', 'Performs other duties as assigned.']",26
JD,Digital Banking,None,Mobile Banking Business,Mobile &Internet Banking,Digital Banking Officer,12,Experienced Professional: EP,To execute the objectives of mobile banking business in maintaining the effectiveness and efficiency of mobile products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile banking products and services,"['Initiates and proposes new mobile banking business ideas/concepts/products depending on analysis and assessment findings;', 'Explores the existing environment t o identify the gaps that impede the mobile banking business to reach the desired results;', 'Identifies business/industry trends in mobile banking business;', 'Identifies, distinguishes and analyzes various mobile banking related issues;', 'Works with internal a nd external organs, international payment technology companies, financial technology companies ( Fin techs ) etc to gather and elicit business requirements/ideas for further analysis; Commercial Bank of Ethiopia Job Description', 'Proposes way forwards that could solve the existing mobile banking problems, if any;', 'Deals with problems, challenges on mobile banking products/services escalated by regions/districts, customers, top agents and merchants;', 'Processes new business requirements on mobile banking services/products;', 'Perform UAT (user acceptance test) for any business development on Mobile Banking;', 'Approaches, manages and follows up of third partys/business partners;', 'Arranges & provides various mobile banking related trainings;', 'Diagnoses and resolves issues;', 'Conducts proposals, assessments and analyzes the required information using available resources;', 'Develops, implements and monitors marketing activities of mobile banking products/services in collaboration with other units of the bank;', 'Reviews the mobile banking products/services user guide lines, brochures etcas deemed as necessary;', 'Periodically visit third party integrated companies and support them regularly to enhance the transaction;', 'Provides swift remote support when high value customers face a problem on their mobile banking service;', 'Provides support to districts as deemed as necessary;', 'Prepares, participates and involves in report preparation process of the Department;', 'Update ATM, Merchant POS, CBE birr Agent and Branch Location on Monthly basis', 'Works constructively within a team & with the management;', 'Performs other duties as assigned.']",22
JD,Digital Banking,"Senior Digital Banking Officer, Digital Banking Officer, Associate Digital Banking Officer II, Associate Digital Banking Officer I, Banking Operation Officer, Junior Officer II, Junior Officer I and Bank Trainee.",Internet Banking Business,Mobile & Internet Banking,Manager Internet Banking Business,15,Middle Level Management: MLM,To coordinate the activities of Internet banking business in order to enhance the effectiveness and efficiency of Internet banking channel and services.,"['Responsible for product ownership and product development of internet banking by adding new features and by modifying existing one;', 'Operationalize the overall activities of the banks Internet Banking business as per the procedure;', 'Supports the execution of banks internet banking strategy across business segments to optimize digital experience, leveraging design thinking and other best practices;', 'Proposes strategies to enhance the efficiency of banks internet banking product performance;', 'Establish Scrum team to add functionalities and features on internet banking platform;', 'Review and submit performance reports, proposals and assessments for approval;', 'Review, comment and update business contract/agreement, MOU and other pertinent documents by collaborating with digital partnership management;', 'Ensures the effectiveness of Internet Banking services and take appropriate measures;', 'Set targets and goals of Internet Banking Business units in line with the strategic plan of the bank;', 'Support and coach the team for the delivery of high quality service to the digital banking teams of regional and district offices;', 'Provide th e necessary and conduct awareness creation sessions and capacity building programs to regional and district offices;', 'Initiate sales and marketing strategies in collaboration with Customer experience division;', 'Manages the life cycle of Internet Banking offe rings in collaboration with customer experience Commercial Bank of Ethiopia Job Description division;', 'Prepares annual plan, budget and evaluates other periodic performance reports of the department;', 'Availing resources required for running Internet Banking business activities are available and efficiently utilized;', 'Set targets and goals of internet Banking Business Department in line with the strategic plan of the bank;', 'Review/evaluate/supervise performance of the employees under the domain perform training assessment need and plan training programs as required;', 'Represents the Internet Banking department in any meetings and any official enquiries as deemed necessary;', 'Performs other duties as assigned.']",19
JD,Digital Banking,None,Internet Banking Business,Mobile &Internet Banking,Senior Digital Banking Officer,13,Experienced Professional: EP,To support the activities of Internet banking business in order to enhance the effectiveness and efficiency of Internet banking channel and services.,"['Prepare proposals /analysis/ business requirement document (BRD)/performance evalua tion document/training documents/ assessments on Internet banking business;', 'Prepare performance reports regularly;', 'Initiate ideas, expand and develop different functionalities related to Internet banking;', 'Authorize synchronized hard token and manage the stock;', 'Prepare business agreement/MOU and other pertinent documents;', 'Take product ownership responsibility of Internet banking business;', 'Engage in team building by participating in sessions and discussions about internet banking knowhow specifically and digital literacy in general;', 'Provide training for the respective digital officers up on launching of new or update of existing product and services;', 'Involve on sales and marketing strategies in collaboration with Customer experience division;', 'Support Regions/ Districts/ Branches in order to enhance recruitment and activation rate of Internet banking users,', 'Suggest best experiences to be applied on Internet Banking and ensure its applicability;', 'Assess the current Internet banking capabilities of the Bank;', 'Prepare performance reports to concerned organs periodically as required;', 'Conduct feasibility study for the requested integration;']",14
JD,Digital Banking,None,Internet Banking Business,Mobile & Internet Banking,Digital Banking Officer,12,Experienced Professional: EP,To engage in the activities of Internet banking business in order to enhance the effectiveness and efficiency of Internet banking channel and services.,"['Prepare draft proposals/business r equirement document (BRD)/performance evaluation document/assessments to be developed by senior officer;', 'Follow up Regions/ Districts/ Branches in order to enhance recruitment and activation rate of Internet banking users;', 'Initiates and proposes new Inte rnet banking business ideas/concepts/products depending on analysis and assessment findings;', 'Explores the existing environment to identify the gaps that impede the Internet banking business to reach the desired results;', 'Identifies business/industry trends in Internet banking business;', 'Identifies, distinguishes and analyses various Internet banking related issues;', 'Prepares, participates and involves in report preparation process of the Department;', 'Provides support to regions and districts as deemed as necessary;', 'Proposes way forwards that could solve the existing Internet banking problems, if any;', 'Works constructively within a team & with the management;', 'Deals with problems, challenges on Internet banking products/services escalated by regions/districts, customers, top agents and merchants;', 'Processes new business requirements on Internet banking services/products;', 'Approaches, manages and follows up of third partys /business partners; Commercial Bank of Ethiopia Job Description', 'Diagnoses and resolves issues;', 'Develops, implements and monitors marketing activities of internet banking products/services in collaboration with other units of the bank;', 'Reviews the internet banking products/services user guidelines, brochures etcas deemed as necessary;', 'Provides swift remote support when high value customers face a problem on their Internet banking service;']",17
JD,Digital Banking,None,Internet Banking Business,Mobile &Internet Banking,Associate Digital Banking Officer II,11,Experienced Professional: EP,To engage in the activities of Internet banking business in order to enhance the effectiveness and efficiency of Internet banking channel and services.,"['Initiates and proposes new internet banking business ideas/concepts /products depending on analysis and assessment findings;', 'Explores the existing environment to identify the gaps that hinder the Internet banking business to reach the desired results;', 'Identifies business/industry trends in Internet banking business;', 'Identifies, distinguishes and analyses various internet banking related issues;', 'Prepares, participates and involves in report preparation process of the Department;', 'Provides support to regions and districts as deemed as necessary;', 'Works constructively within a team & with the management;', 'Deals with problems, challenges on Internet banking products/services escalated by regions/districts, customers, top agents and merchants', 'Processes new business requirements on internet banking services/products;', 'Approaches, manages and follows up of third partys/business partners;', 'Conduct and analyses the periodic sales performance status and give feedback to enhance customer recruitment;', 'Conduct and analyses the periodic Internet banking transaction performance status and give feedback to enhance the digital penetration;', 'Develops, implements and monitors marketing acti vities of Internet banking products/services in Commercial Bank of Ethiopia Job Description collaboration with other units of the bank;', 'Prepares third party companies transaction performance periodically and work to enhance the transaction volume if any;', 'Collect customers complain related to intern et banking service that is registered through our contact centre periodically and prepare compiled report with possible way forward to enhance the service excellence to reduce customers complain;', 'Collect the number of transaction errors happened periodica lly from reconciliation team and analyses the root cause of the problems and set way forward to reduce the case;']",16
JD,Digital Banking,None,Internet Banking Business,Mobile &Internet Banking,Associate Digital Banking Officer I,10,Professional: P,To engage in the activities of Internet banking business in order to enhance the effectiveness and efficiency of Internet banking channel and services.,"['Participate in the preparation of draft proposals/business requirement document (BRD)/performance evaluation document/assessments to be developed by senior officer;', 'Prepare performance reports regularly;', 'Initiate ideas/develop different functionalities related to Internet banking;', 'Participate in conducting primary need assessment on Internet banking life cycle;', 'Follows up of case escalated to and from different teams and updates the concerned ones;', 'Follow up the daily sales status and give feedback on inactive users for Districts to activate;', 'Prepared periodic trend analysis report on internet banking performance;', 'Actively participates on seasonal campaigns, trainings and work shop;', 'Provide supportive data/ information for activities to be performed by senior;', 'Prepare and organize periodic trend analysis report on internet banking performance;', 'Actively participates on seasonal campaigns, trainings and work shop;', 'Participate in sales and marketing strategies in collaboration with team;']",12
JD,Digital Banking,None,Internet Banking Business,Mobile &Internet Banking,Banking Operation Officer,9,Professional: P,To accomplish the activities of Internet banking business in order to enhance the effectiveness and efficiency of Internet banking channel and services.,"['Participate in the preparation of draft proposals/business requirement document (BRD)/performance evaluation document/assessments to be developed by senior officer;', 'Prepare performance reports regularly;', 'Handle end to end hard token synchronization;', 'Initiate ideas/develop different functionalities related to Internet banking;', 'Follows up of case escalated to and from different teams and updates the concerned ones;', 'Provide supportive data/ information for activities to be performed by senior;', 'Prepare and organize periodic trend analysis report on internet banking performance;', 'Actively participates on seasonal campaigns, trainings and work shop;', 'Participate in sales and marketing strategies in collaboration with team;', 'Performs other duties as assigned.']",10
JD,Digital Banking,None,Internet Banking Business,Mobile &Internet Banking,Junior Officer II,8,Junior Level: JL,To accomplish the activities of Interne t banking business in order to enhance the effectiveness and efficiency of Internet banking channel and services.,"['Prepare performance reports regularly;', 'Identifies business/industry trends in Internet banking business;', 'Identifies, distinguishes and analyses various Internet banking related issues;', 'Collect customers complain related to Internet banking service and prepare compiled report with possible way forward;', 'Conducts and analyses the periodic sales performance status and give feedback to enhance customer recruitment;', 'Conducts and analyses the periodic internet banking transaction performance status and give feedback to enhance the digital penetration;', 'Provide supportive data/ information for activities to be performed by senior;', 'Collect the number of transaction errors happened periodically from reconciliation team and analyse the root cause of the problems and set way forward to reduce the case;', 'Prepare and organize periodic trend analysis report on internet banking performance;', 'Actively participates on seasonal campaigns, trainings and work shop;', 'Provides support to districts and branches as deemed as necessary;', 'Prepares, participates and involves in report preparation process of the Department;', 'Works constructively within a team & with the management;', 'Follow up the daily sales status and give feedback on inactive users for Districts to activate; Commercial Bank of Ethiopia Job Description', 'Processes new business requirements on internet banking services/products;', 'Approaches manages and follows up of third parties/business partners;', 'Participate in sales and marketing strategies in collaboration with team;']",17
JD,Digital Banking,None,Internet Banking Business,Mobile &Internet Banking,Junior Officer I,7,Junior Level: JL,To accomplish the activities of Internet banking business in order to enhance the effectiveness and efficiency of Internet banking channel and services.,"['Prepare performance reports regularly;', 'Collect customers complain related to Internet banking service and prepare compiled report with possible way forward;', 'Prepare periodic trend analysis report on Internet banking performance;', 'Provide supportive data/ information for activities to be performed by senior;', 'Collect the number of transaction errors happened periodically from reconciliation team and analyse the root cause of the problems and set way forward to reduce the case;', 'Prepare and organize periodic trend analysis report on internet banking performance;', 'Actively participates on seasonal campaigns, trainings and work shop;', 'Follow up the daily sales status and give feedback on inactive users for Districts to activate;', 'Processes new business requirements on mobile banking services/products;', 'Approaches manages and follows up of third parties/business partners;', 'Participate in sales and marketing strategies in collaboration with team;']",11
JD,Digital Banking,None,Internet Banking Business,Mobile &Internet Banking,Bank Trainee,6,Junior Level: JL,To accomplish the activities of Internet banking business in order to enhance the effectiveness and efficiency of Internet banking channel and services.,"['Maintains up-to-date knowledge about the product/channels and the unit jobs;', 'Identifies, distinguishes and analyses various Internet banking related issues;', 'Observes and learns from experienced staffs within the unit;', 'Deals with problems, challenges on Internet banking products/services escalated by regions/districts, customers, top agents and merchants;', 'Completes all assigned tasks and assist the day to day activities;', 'Provides support to districts and branches as deemed as necessary;', 'Prepares, participates and involves in report preparation process of the Department;', 'Works constructively within a team & with the management;', 'Follows up the daily sales status and give feedback on inactive users for Districts to activate;', 'Actively participates on seasonal campaigns, trainings and work shop; Commercial Bank of Ethiopia Job Description', 'Participate in sales and marketing strategies in collaboration with team;']",11
JD,Digital Banking,"Manager Mobile Money Business, Administrative Assistant IV , Office Service Attendant",,Mobile Money,Director Mobile Money,17,Senior Management: SM,"To manage the overall card banking department activities of the bank including evaluating the performan ces of acquiring and issuing card banking business, enhancing card products, ensure on time card production and distribution, involving in activities with third parties, branches and districts providing the required support. Monitor and manage the perform ance of ATM service for ensuring the continuous availability and functionality.","['Assumes product ownership responsibility of Mobile Money business, wor ks for continuous product enhancement and sustain the digital leadership position of the bank in the ecosystem;', 'Directs the overall activities of the banks mobile Money business as per the procedure;', 'Implement mobile money strategic initiative as per th e designed action plan and report the performance timely to the SPTO/concerned bank organ;', 'Follows up the performance of mobile money products/services/business and propose possible Commercial Bank of Ethiopia Job Description solution;', 'Ensures the Mobile Money service supports the banks business ob jectives and strategies by optimizing digital experience, leveraging design thinking and adopting loca l/ international best practices;', 'Works closely with digital factory and across departments under the division; and cooperates with IS; Customer Experie nce, Wholesale and Branch & Retail banking divisions on development and enhancement of mobile money functionalities and running the business;', 'Engages with Digital Partners Relationship Management department in initiating, facilitating, and following up relationship with third parties;', 'Assesses the effectiveness of mobile money services and take appropriate measures;', 'Initiate the development/revision of Mobile Money procedures;', 'Reviews operational users manuals and guidelines;', 'Develops sales and marketing strategies in collaboration with Customer experience division;', 'Motivate and coach the team for delivery of high -quality support service to digital banking teams of regional and district offices;', 'Develop and conduct awareness cr eation sessions and capacity building programs to regional and district offices;', 'Leads and support sales and marketing activity of regional offices, districts and branches;', 'Enhances digital literacy of internal and external stakeholders;', 'Accelerates digitization of customer journey and customer experience;', 'Manages the life cycle of mobile money offerings in collaboration with customer experience division;', 'Accelerates & sustains the leadership position of the Bank in the ecosystem with strong value propositions on mobile money services;', 'Make sure that the resources required for running mobile money business activities are available and efficiently utilized;', 'Set targets and goals of mobile money department in line with the strategic plan of the bank;', 'Prepare annual plan and budget of the department;', 'evaluate periodic performance reports of the department; Commercial Bank of Ethiopia Job Description', 'Prepare annual plan and Mobile money recruitment target and goal of the bank in collaboration with VP digital banking, Branch & Retail and IFB Divisions;', 'Evaluate and approve proposals and assessments prepared under the department;', 'Facilitate enhancement of mobile money services and adding additional functionalities in collaboration with the digital factory and Branch & Retail banking division;', 'Review/evaluate/supervise performance of the employees under the domain, perform training assessment need and plan training programs as required;', 'Represents the mobile money department in any meetings and any official enquiries as deemed necessary;', 'Organize and deliver performance reports to concerned organs periodically and as required;', 'Leads and coordinate MM (Mobile Money Saving) saving and lending business activity;', 'Performs other duties as assigned.']",30
JD,Digital Banking,"Senior Digital Banking Officer, Digital Banking Officer, Associate Digital Banking Officer II, Associate Digital Banking Officer I, Banking Operation Officer, Junior Officer II, Junior Officer I, and Bank Trainee.",Mobile Money Business,Mobile Money,Mobile Money Business,15,Middle Level Management: MLM,To execute the objectives of mobile money business in maintaining the effectiveness an d efficiency of mobile money products and services. To support districts to increase the resource mobilization efforts and to come up with new ideas and solutions to enhance the usage rate of mobile money products and services.,"['Manage the overall activities of the banks mobile Money business as per the procedure; Commercial Bank of Ethiopia Job Description', 'Enhance mobile money products/services/business and propose possible solution;', 'Ensure the proper functioning of mobile money services in collaboration with the concerned organs;', 'Communicate and timely response with departments under the d ivision; and cooperates with IS Customer Experience, Wholesale and Branch & Retail banking divisions on deve lopment and enhancement of mobile money functionalities and running the business;', 'Follow up relationship and implement initiatives to integrate with third parties;', 'Facilitate the provision of efficient and high quality mobile money services;', 'Reviews operational users manuals and guidelines;', 'Work closely with the team for delivery of high quality support service to digital banking teams of regional and district offices;', 'Perform awareness creation sessions and capacity building programs to regional and district offices;', 'Facilitate sales and marketing activity of regional offices, districts and branches;', 'Ensure availability of resources required for running mobile money business activities are available and efficiently utilized;', 'Manage general expense of the department against budget;', 'Review and monitor the overall operational performance of mobile money;', 'Review, comment and update proposals and assessments prepared under the department;', 'Assure enhancement of mobile money services and addi ng additional functionalities in collaboration with the digital factory and Branch & Retail banking division;', 'Cascade goals and targets to Employees under mobile money unit and periodically appraise their performances based on the individual and team scorecard;', 'Ensure the provision of technical support and trainings to districts and branches;', 'Analyze needs, asses the capacities of the employees and propose continuous education (e.g. train ing plan) within the department;', 'Review and submit performance reports proposals, assessments and campaigns to concerned organs periodically and as required;', 'Initiate and propose marketing campaigns and incentive schemes to enhance districts/branches, mobile money performance;', 'Review the periodic risk assessments made & recommend mitigating mechanisms; Commercial Bank of Ethiopia Job Description', 'Support regions/districts on user recruitment as well as managements;', 'Performs other duties as assigned.']",23
